"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","padj_plot","minus_log10_padj","significance"
"MSTRG.7871",15056.3625825969,2.46189386702962,0.0851977912745898,28.8962170286201,1.33202007369889e-183,5.54107030458003e-179,5.54107030458003e-179,178.256406339517,"Up"
"MSTRG.19204",1890.39272651262,5.76429265245247,0.23918059841097,24.1001682023892,2.48957914510368e-128,5.17820014285839e-124,5.17820014285839e-124,123.28582116764,"Up"
"MSTRG.9348",2484.33751704618,5.63650845424402,0.249396095517686,22.6006282999098,4.27249688310799e-113,5.92438659468031e-109,5.92438659468031e-109,108.227356609425,"Up"
"MSTRG.14013",222525.442015298,-3.74848482055428,0.184667511866497,-20.2985613585577,1.3240471065842e-91,1.37697588966991e-87,1.37697588966991e-87,86.8610736640096,"Down"
"MSTRG.12175",1145.09952398379,6.41309525748421,0.317467295267311,20.2008060454993,9.63123486855072e-91,8.01299478593683e-87,8.01299478593683e-87,86.0962051398547,"Up"
"MSTRG.17505",784.577533035562,4.53477889091421,0.226283635738384,20.0402423096872,2.45569295458183e-89,1.70257285362749e-85,1.70257285362749e-85,84.7688942954202,"Up"
"MSTRG.30305",14722.911801492,3.6779460736997,0.18407558059737,19.9806300312288,8.11927643564295e-89,4.82505400637587e-85,4.82505400637587e-85,84.3164978212757,"Up"
"MSTRG.6457",998.997043918072,4.03827841898177,0.202424385896517,19.9495648762705,1.51198454620988e-88,7.86213064222311e-85,7.86213064222311e-85,84.1044597439393,"Up"
"MSTRG.23955",2157.62647262564,2.1393044004948,0.109420443666035,19.5512312765266,4.02683972434811e-85,1.8612500632573e-81,1.8612500632573e-81,80.7301952744796,"Up"
"MSTRG.23038",2085.4292491403,3.04104980126353,0.155727744759136,19.5279897359788,6.34899058798956e-85,2.64111659469778e-81,2.64111659469778e-81,80.5782124260115,"Up"
"MSTRG.7318",19733.2126894026,4.52487300836176,0.232755409840296,19.4404633235656,3.50981737632867e-84,1.32731720943542e-80,1.32731720943542e-80,79.8770252746906,"Up"
"MSTRG.16886",610.378017299562,2.88024648458122,0.14864875165671,19.3761901965573,1.22593894929645e-83,4.24981952931524e-80,4.24981952931524e-80,79.3716295120877,"Up"
"MSTRG.7869",2803.533943286,6.33796746016938,0.331288776672921,19.1312471367746,1.38715642076813e-81,4.43879384211796e-78,4.43879384211796e-78,77.3527350251278,"Up"
"MSTRG.14882",9487.53765976941,4.12886129418546,0.21590306760886,19.1236805475386,1.60380515476445e-81,4.76547790236046e-78,4.76547790236046e-78,77.3218935399468,"Up"
"MSTRG.22291",1085.35973795552,2.80706224336121,0.149038735225749,18.8344475623022,3.9421907490891e-79,1.09327461980905e-75,1.09327461980905e-75,74.9612707338534,"Up"
"MSTRG.3842",2771.72525595246,4.8710007227184,0.259547669683283,18.7672681810717,1.39896793610284e-78,3.63722919837138e-75,3.63722919837138e-75,74.4392293312104,"Up"
"MSTRG.26215",1291.22750358694,4.76254717453274,0.255591128662133,18.633460400061,1.72033488105605e-77,4.20965945394416e-74,4.20965945394416e-74,73.3757530355788,"Up"
"MSTRG.28263",1499.39629528845,5.606124323222,0.30146425010069,18.5963155543303,3.44164720706912e-77,7.95383789815934e-74,7.95383789815934e-74,73.0994232643247,"Up"
"MSTRG.21991",245242.655143953,2.41466944988795,0.131129452702541,18.4143943265399,1.00709617794677e-75,2.20495757402145e-72,2.20495757402145e-72,71.6565997624527,"Up"
