"gene_id","variance"
"MSTRG.20246",1.72245207812231
"MSTRG.1405",1.72214344466785
"MSTRG.19121",1.71997092963406
"MSTRG.9339",1.7191503341542
"MSTRG.15584",1.71544183478798
"MSTRG.9747",1.71536600455057
"MSTRG.17887",1.71411602986615
"MSTRG.9769",1.71283008141692
"MSTRG.6457",1.70810685914568
"MSTRG.2859",1.70681119794497
"MSTRG.40851",1.70439422808257
"MSTRG.30389",1.70230612010623
"MSTRG.3636",1.69730160022037
"MSTRG.20817",1.69676199502381
"MSTRG.8302",1.69649992092101
"MSTRG.27623",1.6957623507443
"MSTRG.21991",1.69210287148059
"MSTRG.29760",1.69169909956938
"MSTRG.10519",1.69067961383667
"MSTRG.23508",1.69022367640013
"MSTRG.28569",1.68629897968407
"MSTRG.39241",1.68248702036492
"MSTRG.30554",1.67855401182885
"MSTRG.3180",1.67846389142824
"MSTRG.14462",1.67698053107932
"MSTRG.2051",1.67697807152861
"MSTRG.5832",1.67685103089395
"MSTRG.11841",1.67669363300414
"MSTRG.34599",1.6684615204917
"MSTRG.23931",1.66731545813987
"MSTRG.802",1.66646501603605
"MSTRG.17714",1.66635008414532
"MSTRG.6666",1.6643690239387
"MSTRG.781",1.6633417635306
"MSTRG.34095",1.66146187862122
"MSTRG.27699",1.66067180956746
"MSTRG.27544",1.65995594092035
"MSTRG.15155",1.65961435028137
"MSTRG.6736",1.65851713046859
"MSTRG.23481",1.65710422137788
"MSTRG.7326",1.65684457659515
"MSTRG.21604",1.64785596907574
"MSTRG.21121",1.64559238676931
"MSTRG.11837",1.64400216905167
"MSTRG.19702",1.6392999598076
"MSTRG.20223",1.63924201888678
"MSTRG.25700",1.63894503916862
"MSTRG.22913",1.63868884213506
"MSTRG.38462",1.6367369064058
"MSTRG.2938",1.63569021235003
"MSTRG.42173",1.63429022695555
"MSTRG.17231",1.63420581379146
"MSTRG.3702",1.6338897307546
"MSTRG.20157",1.63197098649333
"MSTRG.17110",1.6295904201099
"MSTRG.33390",1.61933559160936
"MSTRG.22176",1.61740062855628
"MSTRG.18102",1.61691658556802
"MSTRG.6171",1.61569525341868
"MSTRG.40169",1.61319998703279
"MSTRG.20858",1.61297216128971
"MSTRG.19699",1.6120903763743
"MSTRG.4801",1.60843909819627
"MSTRG.486",1.6083510304739
"MSTRG.18227",1.60799588647121
"MSTRG.36981",1.60736677567894
"MSTRG.5523",1.60723508928023
"MSTRG.40312",1.60701189795784
"MSTRG.39544",1.60686662226299
"MSTRG.15347",1.60643930316744
"MSTRG.14461",1.6052058459994
"MSTRG.19133",1.60178928325086
"MSTRG.6153",1.60082248709921
"MSTRG.28918",1.60061195714173
"MSTRG.11341",1.59764345172464
"MSTRG.25503",1.5949206738527
"MSTRG.29794",1.5947670535163
"MSTRG.9500",1.59402851680475
"MSTRG.3597",1.59153123836192
"MSTRG.13701",1.58955602486612
"MSTRG.10520",1.58797556351452
"MSTRG.25129",1.58563112881783
"MSTRG.36631",1.58541927388318
"MSTRG.40552",1.58539024603345
"MSTRG.4900",1.58402333818006
"MSTRG.10293",1.5839664516167
"MSTRG.31114",1.58313400482411
"MSTRG.16226",1.58248439672387
"MSTRG.27980",1.57328329706312
"MSTRG.18828",1.57010226456818
"MSTRG.32116",1.56788511043663
"MSTRG.28034",1.56528023317499
"MSTRG.37132",1.56156565492131
"MSTRG.21687",1.55868109668878
"MSTRG.20616",1.55847385751982
"MSTRG.41953",1.55798651879979
"MSTRG.1107",1.55700744150078
"MSTRG.21612",1.55687107752098
"MSTRG.1448",1.55480134526545
"MSTRG.30298",1.55471784487439
"MSTRG.30867",1.5540908449043
"MSTRG.32024",1.55194996962441
"MSTRG.15570",1.55150376397801
"MSTRG.5003",1.55142159350663
"MSTRG.15785",1.5504543956805
"MSTRG.15348",1.54854437121054
"MSTRG.11424",1.54824336622466
"MSTRG.22610",1.54764032237578
"MSTRG.31134",1.54717448616252
"MSTRG.9808",1.54702363122322
"MSTRG.32101",1.54422806532015
"MSTRG.18503",1.54404574269662
"MSTRG.20282",1.54380756470535
"MSTRG.5714",1.5430890208639
"MSTRG.21715",1.54201287706915
"MSTRG.23038",1.54115291653424
"MSTRG.20128",1.54081069692552
"MSTRG.17227",1.5389545926913
"MSTRG.36515",1.5375490775489
"MSTRG.6170",1.5332998505563
"MSTRG.18497",1.53057295252846
"MSTRG.17349",1.52938529799952
"MSTRG.28879",1.5264022531268
"MSTRG.8572",1.5263173220871
"MSTRG.27802",1.52619476557772
"MSTRG.25335",1.5259370318004
"MSTRG.40696",1.52562383982313
"MSTRG.1251",1.52240925907336
"MSTRG.6292",1.52099648655025
"MSTRG.38103",1.5202584423924
"MSTRG.32776",1.5197245903111
"MSTRG.18329",1.51940795875841
"MSTRG.21248",1.5193326709134
"MSTRG.17720",1.51696354668359
"MSTRG.31382",1.51287823939167
"MSTRG.1321",1.50583722698631
"MSTRG.12449",1.504815092092
"MSTRG.33636",1.50073128037348
"MSTRG.28204",1.5000178700441
"MSTRG.32381",1.49993445070635
